ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,univariate,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Name,Region,Type
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,168,True,True,1,26,1794.4245342102217,26.425407583666566,1497.616327863382,-5.021882572767672,513.0928551281402,-43.32999999999993,265.5004339143938,1.0027516148933673,203.4184866670682,0.9556940739144085,5,rmse,2172.2129565546634,,,,11383.79429943613,2.6089736153741887,10289.148817074089,-116.2270153877388,False,Spokane-organic,Spokane,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,169,True,True,0,26,42836.89437648749,0.14253670970245522,27733.21990551429,0.1430815947007591,187012.68583213823,165209.29,9523.32460533941,0.040958151363009926,7258.817852270883,0.96182165880475,5,rmse,30460.299050198493,,,,42836.89437648749,0.14253670970245522,27733.21990551429,0.1430815947007591,True,StLouis-conventional,StLouis,conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,46424.08653965004,0.19830233637143874,33610.62008460956,-0.0064454718133031275,174598.40216238104,165209.29,49559.605250844375,0.2071345348731421,37856.19530026793,-0.03394052236942513,5,rmse,32688.496030688046,,,,46424.08653965004,0.19830233637143874,33610.62008460956,-0.0064454718133031275,False,StLouis-conventional,StLouis,conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,55101.59931017874,0.20054459734008218,39595.64891948784,-0.417855344631368,139297.5339827831,165209.29,22724.300898408437,0.09337363483277099,16751.135840577175,0.7826193204313485,,,,,"['knn', 'mlr', 'elasticnet', 'gbt', 'xgboost', 'svr', 'mlp']","(0.17410104609178945, 0.16728936944199768, 0.16647763233963409, 0.16592285619211994, 0.1633398320706477, 0.16286926386381112, 0.0)",55101.59931017874,0.20054459734008218,39595.64891948784,-0.417855344631368,False,StLouis-conventional,StLouis,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 12, 'weights': 'uniform'}",minmax,169,True,True,0,26,51323.42000913052,0.20487025642293114,37211.244903846164,-0.23008378305244204,151957.17916666667,165209.29,33602.685950193794,0.14163932257062886,25270.635979020986,0.5246780548273833,5,rmse,24492.6988989347,,,,51323.42000913052,0.20487025642293114,37211.244903846164,-0.23008378305244204,False,StLouis-conventional,StLouis,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,60354.56746721531,0.2373851598728754,45777.53392351375,-0.7010763229806756,132314.68948421226,165209.29,19816.25605934725,0.08097107318767467,14427.25319204896,0.8346961036186004,,,,,"['knn', 'mlr', 'elasticnet', 'gbt', 'xgboost']",,60354.56746721531,0.2373851598728754,45777.53392351375,-0.7010763229806756,False,StLouis-conventional,StLouis,conventional
silverkite,silverkite,,{},,169,False,True,0,26,53843.828578023415,0.288584235498895,46896.54814625924,-0.3538650647720012,146826.90546323845,165209.29,31550.418867254037,0.13269606197094713,23828.04691425975,0.5589487088766645,,,,True,,,53843.828578023415,0.288584235498895,46896.54814625924,-0.3538650647720012,False,StLouis-conventional,StLouis,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,0,26,72866.70779448244,0.32398876460137505,59875.516167537535,-1.4794868652262765,95467.71635580063,165209.29,28143.468921650197,0.11349932970590756,20284.145268206896,0.6665773235405542,5,rmse,29463.158512167716,,,,72866.70779448244,0.32398876460137505,59875.516167537535,-1.4794868652262765,False,StLouis-conventional,StLouis,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.1, 'l1_ratio': 1.0}",,169,True,True,0,26,74670.01530398577,0.33296078917183836,61452.54232915063,-1.603730297492211,96937.21762895584,165209.29,28340.346121437888,0.11212234854626474,20130.115204062746,0.6618961005901521,5,rmse,30055.480592515498,,,,74670.01530398577,0.33296078917183836,61452.54232915063,-1.603730297492211,False,StLouis-conventional,StLouis,conventional
prophet,prophet,,{},,169,False,True,0,26,75730.97207054163,0.3675215226228196,65954.00612819377,-1.6782467017872893,99574.74836524573,165209.29,30659.510946981474,0.12941898320972897,24014.98802964055,0.5835054860947095,,,,True,,,75730.97207054163,0.3675215226228196,65954.00612819377,-1.6782467017872893,False,StLouis-conventional,StLouis,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,169,True,True,0,26,82244.84882503477,0.41311380443578144,72748.98168269232,-2.158791271548743,130198.6484375,165209.29,6377.93254565544,0.027222400919490856,4744.095998688812,0.9828762167061289,5,rmse,32345.123849710508,,,,82244.84882503477,0.41311380443578144,72748.98168269232,-2.158791271548743,False,StLouis-conventional,StLouis,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,171488.8634477473,0.951719604125482,163998.7953683464,-12.73331432042394,1981.1678068887322,165209.29,48739.38671739447,0.22309423788974017,38728.982162156564,-9.592326932761353e-14,5,rmse,151533.69962631253,,,,171488.8634477473,0.951719604125482,163998.7953683464,-12.73331432042394,False,StLouis-conventional,StLouis,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 20, 'weights': 'uniform'}",minmax,169,True,True,0,26,1627.552359947422,0.12130792894759236,967.9896923076922,-0.04023104956950618,7417.170999999999,8210.37,2143.441442412743,0.2610425355940971,1629.337933566433,0.28140648757292064,5,rmse,3500.1955566152233,,,,1627.552359947422,0.12130792894759236,967.9896923076922,-0.04023104956950618,True,StLouis-organic,StLouis,organic
silverkite,silverkite,,{},,169,False,True,0,26,1733.6355941099973,0.13634130590095545,1106.9700885208692,-0.180254064507551,6384.40682233766,8210.37,2651.648183279611,0.400552181234095,2128.7013238279255,0.0009177552378306642,,,,True,,,1733.6355941099973,0.13634130590095545,1106.9700885208692,-0.180254064507551,False,StLouis-organic,StLouis,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,1925.9067139802316,0.1470435810990325,1214.199626602076,-0.45656667297282794,6392.975749712576,8210.37,1047.951976561058,0.12575123130527918,787.128056085261,0.8282317829938867,,,,,"['gbt', 'mlp', 'xgboost', 'knn', 'elasticnet']",,1925.9067139802316,0.1470435810990325,1214.199626602076,-0.45656667297282794,False,StLouis-organic,StLouis,organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,2166.981292173845,0.18877880420647666,1507.8875318965231,-0.8440394106325344,6019.31231825129,8210.37,894.1043593848794,0.10555210876001354,663.5877763162432,0.8749635974257044,,,,,"['gbt', 'mlp', 'xgboost', 'knn', 'elasticnet', 'mlr', 'svr']","(0.25197091525785575, 0.24978422544683676, 0.20610076085088017, 0.15376672818357973, 0.09971172411260293, 0.03866564614824468, 0.0)",2166.981292173845,0.18877880420647666,1507.8875318965231,-0.8440394106325344,False,StLouis-organic,StLouis,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': None}",minmax,169,True,True,0,26,2461.6554716416626,0.2207813150308575,1777.8597695039025,-1.3796572803571014,4466.90237056856,8210.37,513.0776036279989,0.0643971075957049,393.4137043420354,0.9588257060526811,5,rmse,1609.4799461462853,,,,2461.6554716416626,0.2207813150308575,1777.8597695039025,-1.3796572803571014,False,StLouis-organic,StLouis,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",,169,True,True,0,26,1860.9777223105507,0.22311756307809677,1568.1463960912802,-0.3600103797429195,9326.525837698588,8210.37,2074.3625992295365,0.25195838316166996,1577.1495330164819,0.326977796212759,5,rmse,4540.911264018387,,,,1860.9777223105507,0.22311756307809677,1568.1463960912802,-0.3600103797429195,False,StLouis-organic,StLouis,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,0,26,1925.9006581200342,0.24891390928433788,1648.4790887920676,-0.45655751287155466,6746.1337890625,8210.37,99.53774233268892,0.01237909582800923,74.3718613417832,0.9984503428747754,5,rmse,2492.6135433552686,,,,1925.9006581200342,0.24891390928433788,1648.4790887920676,-0.45655751287155466,False,StLouis-organic,StLouis,organic
prophet,prophet,,{},,169,False,True,0,26,2018.1983647287223,0.25170338985340834,1766.703342954595,-0.5995122642176598,11013.101919815901,8210.37,1843.062601114282,0.2287948588547504,1331.9870184980944,0.5173307737527904,,,,True,,,2018.1983647287223,0.25170338985340834,1766.703342954595,-0.5995122642176598,False,StLouis-organic,StLouis,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,0,26,2341.36653101673,0.2599758929385014,1896.5887195265632,-1.1527752234954307,11166.239429520443,8210.37,1961.3631148899944,0.23187238980084537,1464.8797951852594,0.39830548451417225,5,rmse,5716.225433441919,,,,2341.36653101673,0.2599758929385014,1896.5887195265632,-1.1527752234954307,False,StLouis-organic,StLouis,organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,3245.2986461911382,0.4803457927519058,3107.531933346416,-3.1358922107275706,9898.273508811448,8210.37,2527.115444077206,0.3228472443477176,1951.8876399664136,0.001127149506539804,5,rmse,6460.651337665956,,,,3245.2986461911382,0.4803457927519058,3107.531933346416,-3.1358922107275706,False,StLouis-organic,StLouis,organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,5720.884584240222,0.7745921331261489,5378.218826487174,-11.852459584736291,4008.145751233231,8210.37,1128.6134236015623,0.11957620467506604,782.7525300224166,0.8007719573534238,5,rmse,1651.5800712440055,,,,5720.884584240222,0.7745921331261489,5378.218826487174,-11.852459584736291,False,StLouis-organic,StLouis,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,0,26,11783.380251251965,0.1375379519793337,9222.23483906198,0.5593717668612601,80990.82013268769,93961.48,8821.184709677555,0.11467193142250325,7187.771016938235,0.6622791503978477,5,rmse,18978.94826136696,,,,11783.380251251965,0.1375379519793337,9222.23483906198,0.5593717668612601,True,Syracuse-conventional,Syracuse,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 1.5, 'l1_ratio': 1.0}",,169,True,True,0,26,12109.26067465375,0.13779456113281927,9351.232467966287,0.5346627785525114,80810.38940490782,93961.48,8888.976616954396,0.11470913751203018,7187.981432535432,0.6570683503183476,5,rmse,18331.84660459432,,,,12109.26067465375,0.13779456113281927,9351.232467966287,0.5346627785525114,False,Syracuse-conventional,Syracuse,conventional
prophet,prophet,,{},,169,False,True,0,26,14096.762630956908,0.15418264134666734,10632.88098409197,0.3693748170921708,76650.96310391117,93961.48,8825.734280196895,0.12038383748669423,7142.831760558476,0.6566605955903788,,,,True,,,14096.762630956908,0.15418264134666734,10632.88098409197,0.3693748170921708,False,Syracuse-conventional,Syracuse,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,15324.24790992058,0.1679021384691802,11511.398725564777,0.2547690654739918,68636.33220313708,93961.48,7029.006832687189,0.09090577029185247,5445.393843128387,0.7855668269275196,,,,,"['gbt', 'xgboost', 'svr', 'knn', 'elasticnet']",,15324.24790992058,0.1679021384691802,11511.398725564777,0.2547690654739918,False,Syracuse-conventional,Syracuse,conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,15716.832680376365,0.17177080608342793,11868.758781555402,0.21609651499066296,67651.00277672624,93961.48,6683.561827309657,0.08671601131291079,5179.968011828434,0.8061258168704319,,,,,"['gbt', 'xgboost', 'svr', 'knn', 'elasticnet', 'mlr', 'mlp']","(0.23364316754176812, 0.23244600623229092, 0.1975310376664277, 0.17616033850805457, 0.0841684097830238, 0.07605104026843494, 0.0)",15716.832680376365,0.17177080608342793,11868.758781555402,0.21609651499066296,False,Syracuse-conventional,Syracuse,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,169,True,True,0,26,17104.08206756645,0.17407570267017775,12888.804386978727,0.07160652585656435,66669.58489403098,93961.48,5451.036037105435,0.07219845899249226,4346.337761815994,0.8710378848564557,5,rmse,6415.99588256747,,,,17104.08206756645,0.17407570267017775,12888.804386978727,0.07160652585656435,False,Syracuse-conventional,Syracuse,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 7, 'weights': 'uniform'}",minmax,169,True,True,0,26,15172.940946171282,0.19273979571780175,12114.293021978023,0.26941278025117743,70463.2357142857,93961.48,8725.471196759883,0.11122707025737828,6903.00125874126,0.6695682126088903,5,rmse,10998.420501385433,,,,15172.940946171282,0.19273979571780175,12114.293021978023,0.26941278025117743,False,Syracuse-conventional,Syracuse,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,169,True,True,0,26,21231.9345405746,0.21989367734180282,16363.546069711538,-0.4305784178089216,56184.5859375,93961.48,2027.1689585890852,0.026754561763200742,1588.7537991695806,0.9821645555629767,5,rmse,6511.431363900986,,,,21231.9345405746,0.21989367734180282,16363.546069711538,-0.4305784178089216,False,Syracuse-conventional,Syracuse,conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,17864.024992429288,0.2420919872912717,14851.774878571461,-0.012724160476768276,69053.86506496086,93961.48,15163.644418576036,0.2107758412049872,12084.37905123245,0.0020443878635110213,5,rmse,9294.787962923454,,,,17864.024992429288,0.2420919872912717,14851.774878571461,-0.012724160476768276,False,Syracuse-conventional,Syracuse,conventional
